,Descrição,UF,count,min,max,mean,std
48659,ÁGUA DESTILADA,MT,4,0.44,13.489999999999998,3.8974999999999995,6.397689035894133
37574,PORTA-DOCUMENTOS,RN,4,4.9,10.9,7.907500000000001,2.450488046627991
6708,BOMBA DE VÁCUO,PE,4,1190.0,5000.0,2656.6549999999997,1714.1202630212385
6716,BOMBA DE VÁCUO - PEÇAS / ACESSÓRIOS,BA,4,1343.33,1343.33,1343.33,0.0
10362,CARTUCHO TONER IMPRESSORA HP,MS,4,15.2,40.0,27.0125,10.228422410127576
6717,BOMBA DE VÁCUO - PEÇAS / ACESSÓRIOS,MG,4,320.0,1200.0,695.0,369.27857596490304
1307,AFASTADOR ODONTOLÓGICO,RN,4,2.77,7.99,5.38,3.013768405169847
32547,MÓDULO ELETRÔNICO,RO,4,30.0,58.69,47.7625,13.063180763759895
10349,CARTUCHO TONER IMPRESSORA BROTHER,RO,4,28.0,60.0,44.0,13.9522996909709
10336,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,RS,4,38.9,229.99,116.85583333333334,80.61489676576878
10335,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,RN,4,74.9,229.99,155.4725,68.42908025832293
6728,BOMBA ENCHER,CE,4,16.0,18.0,17.25,0.9574271077563381
6730,BOMBA ENCHER,MS,4,16.0,18.0,17.25,0.9574271077563381
36115,PILHA RECARREGAVEL,PR,4,18.0,45.0,30.0425,11.202018791271508
46531,TRINCO,PB,4,15.0,324.0,131.859375,141.23813938957554
36922,PLAINA,RJ,4,380.0,492.91,439.4775,60.341738111636595
1294,AFASTADOR ODONTOLÓGICO,AC,4,6.0,11.6919,7.997975,2.6907315738475295
6698,BOMBA DE INSETICIDA,RS,4,7.07,7.680000000000001,7.3100000000000005,0.2967602848540665
1277,AFASTADOR CIRÚRGICO AUTOESTÁTICO,RN,4,330.0,573.0,430.75,105.9823098446151
6668,BOMBA D'ÁGUA - PEÇA/COMPONENTE,PR,4,41.9,8547.3,2216.1375,4221.021118437062
1258,AERONAVES TELEGUIADAS,BA,4,3999.0,64884.0,21206.7,29178.36719592102
36910,PLAFONIER,RN,4,2.2,5.17,3.0375,1.4273139108128947
30831,MESA MANIPULAÇÃO / PREPARAÇÃO ALIMENTOS,PI,4,1140.0,2746.48,1771.12,685.2955987017573
46559,TRIPÉ,RS,4,74.0,811.0,322.6225,344.5004288700765
32574,MÓDULO PRÉ-TRATAMENTO ÁGUA,PR,4,2293.81,27000.0,8942.5025,12067.335730614208
36915,PLAFONIER,SP,4,3.0,7.5,4.6225000000000005,1.9748480954240504
48669,ÁGUA DESTILADA,SE,4,0.4,4.22,1.4575,1.8503760878985296
34523,PAQUÍMETRO DIGITAL,AM,4,280.14,599.89,439.885,181.22213155866663
34527,PAQUÍMETRO DIGITAL,MG,4,171.47119999999998,1577.7,632.4277999999999,641.0995411993575
10408,CARTUCHO TONER IMPRESSORA SAMSUNG,MT,4,43.0,54.8,47.45,5.164945950023743
36118,PILHA RECARREGAVEL,RO,4,7.99,72.0,28.197499999999998,29.49849756061033
45166,TESOURA COSTURA,RS,4,6.78,48.56,18.9675,20.000072291536014
1278,AFASTADOR CIRÚRGICO AUTOESTÁTICO,RS,4,330.0,573.0,430.75,105.9823098446151
1282,AFASTADOR CIRÚRGICO MANUAL,AM,4,18.85,68.72,47.44,21.540865039887944
1283,AFASTADOR CIRÚRGICO MANUAL,MG,4,23.0,312.26,137.565,123.10400846438753
10401,CARTUCHO TONER IMPRESSORA SAMSUNG,BA,4,40.5,131.0,80.00225,42.98023848353859
35887,PEÇAS - EQUIPAMENTO ODONTOLÓGICO,PI,4,29.32,1747.61,888.4649999999999,992.0551940458421
6762,BOMBA INFUSÃO PORTÁTIL,RN,4,124.0,220.0,170.25,45.62437214179866
35899,PEÇAS / ACESSÓRIOS ARMAMENTO,RS,4,9.69,119.89,46.0675,50.95390752107896
48275,ÁCIDO CÍTRICO,RO,4,35.0,370.0,268.25,159.16108192645586
10252,CARTEIRA ESCOLAR,MG,4,801.0,1070.0,932.75,109.86468950486321
6813,BOMBOM,MT,4,0.78,48.0,28.3075,20.326769500669144
30911,MESA REUNIÃO REDONDA,PR,4,398.0,765.0,551.5,155.53027572362453
1351,AGAROSE,PE,4,550.0,1399.0,1186.75,424.5
10256,CARTEIRA ESCOLAR,RJ,4,244.52,760.0,463.63,216.08557163000648
6821,BOMBONA,AM,4,94.41,413.44,269.4925,137.65593082634206
6823,BOMBONA,CE,4,188.12,507.2,291.4575,146.47766436673314
6828,BOMBONA,PB,4,35.27,237.5,107.925,90.00615775230789
6831,BOMBONA,PR,4,110.0,302.69,211.14,97.3866633579773
1355,AGAROSE,RS,4,3.63,1700.0,495.85,812.8534184792073
30899,MESA REUNIÃO OVAL,RN,4,700.0,1705.0,1159.5925,418.83150656518984
30919,MESA REUNIÃO RETANGULAR,AM,4,413.0,1039.97,586.7425000000001,303.773795048772
6832,BOMBONA,RJ,4,10.0,267.32,118.03,125.38620179270126
30920,MESA REUNIÃO RETANGULAR,CE,4,534.0,1766.0,984.75,540.1304626353402
6835,BOMBONA,RR,4,35.27,237.5,107.925,90.00615775230789
32487,MÁSCARA MULTIUSO,PR,4,1.0,3.82,2.2925,1.4062568518351592
48642,ÁGUA COCO,SP,4,1.47,5.63,2.515,2.0766720171145625
30929,MESA REUNIÃO RETANGULAR,RO,4,2054.97,2054.97,2054.97,0.0
46482,TRILHO,RJ,4,36.56,86.0,49.78,24.201057828119826
1349,AGAROSE,PA,4,251.6,944.0,463.4825,325.44397248220776
2405,AMOLADOR MANUAL,RN,4,14.99,116.99,44.027499999999996,48.86871553799356
2444,AMPERÍMETRO,PE,4,82.49,82.49,82.49,0.0
36112,PILHA RECARREGAVEL,PB,4,11.9,61.49,29.725,23.086357443304042
30879,MESA REFEITÓRIO,MG,4,925.05,1390.0,1210.1625,199.3088699104985
6785,BOMBA SUBMERSA PEÇAS E ACESSÓRIOS,AC,4,877.15,1026.34,963.6474999999999,62.43798543354834
10310,CARTUCHO TINTA IMPRESSORA LEXMARK,RO,4,229.0,239.0,231.5,5.000000000000003
2437,AMOXICILINA,RR,4,0.18,7.29,2.9975,3.304818451897169
6786,BOMBA SUBMERSA PEÇAS E ACESSÓRIOS,MT,4,877.15,1026.34,963.6474999999999,62.43798543354834
48650,ÁGUA DESTILADA,AC,4,0.4,10.0,3.965,4.441272340219635
35098,PEDRA BRUTA,MG,4,126.33,690.0,494.0825,251.1236094535916
2423,AMOXICILINA,CE,4,0.22,56.84,24.785,28.431098583534666
10290,CARTUCHO TINTA IMPRESSORA EPSON,PE,4,8.9,9.9,9.45,0.4123105625617654
10277,CARTUCHO DE TINTA PARA PLOTTER,PI,4,250.0,437.0,296.75,93.49999999999999
10289,CARTUCHO TINTA IMPRESSORA EPSON,AC,4,9.0,12.0,9.75,1.5
6797,BOMBA VÁCUO,BA,4,900.0,2150.0,1610.3975,526.278074809316
6798,BOMBA VÁCUO,MG,4,1450.0,2600.0,1887.5,508.61740696388546
6802,BOMBA VÁCUO,PR,4,1410.31,3850.0,2440.5025,1026.8434116383082
30893,MESA REFEIÇÃO,RS,4,280.0,942.0,580.5,275.5860422203321
10282,CARTUCHO FILTRO DEIONIZADOR,RJ,4,800.0,2817.0,1426.75,935.0805223794008
10280,CARTUCHO EXTRAÇÃO,RJ,4,128.0,955.27,445.6925,398.89589480422916
2410,AMOLADOR MANUAL,SP,4,8.700000000000001,51.82,23.05,19.495322515926738
2355,AMIODARONA,MS,4,0.41,2.78,1.4249999999999998,1.1951708385554483
32408,MÁSCARA CIRÚRGICA,PA,4,0.14,8.0,2.9375,3.716273895539276
9986,CARNE PROCESSADA,SE,4,27.5,100.0,63.75,41.85789451624787
36961,PLATAFORMA - AEREA TRABALHO,AC,4,499999.0,750907.32,576615.7225,118380.67451088918
35964,PEÇAS E ACESSÓRIOS FERRAMENTAS,RJ,4,59.7,260.0,144.925,83.5684699313483
45465,TINTA DEMARCAÇÃO SINALIZAÇÃO,AM,4,155.0,680.45,424.0875,290.8855341166579
9500,CAPA PROTETORA,RN,4,1.9,5.0,2.7775,1.4868394892074488
34991,PAVIO - LAMPARINA / TOUCHEIRA,RJ,4,2.61,2.61,2.61,0.0
9490,CAPA PROTETORA,BA,4,2.74,59.0,34.2025,28.662684655605215
31285,MICROCOMPUTADOR,RO,4,2700.0,6471.5,5102.33,1651.214271437841
9474,CAPA PROCESSO,RS,4,2.57,3.02,2.795,0.2598076211353318
9473,CAPA PROCESSO,RN,4,2.57,3.02,2.795,0.2598076211353318
31288,MICROCOMPUTADOR,SE,4,2350.0,4590.0,3342.5,1117.1802301628268
9471,CAPA PROCESSO,CE,4,0.82,2.79,1.405,0.9396630601799066
48337,ÁCIDO FÓLICO,PR,4,0.05,5.86,2.906225,3.273679428792624
31292,MICROCOMPUTADOR ALL IN ONE,BA,4,18600.0,32000.0,25300.0,7736.493607140986
35971,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL,MA,4,127.0,2800.0,824.0,1317.8793571492042
9450,CAPA ENCADERNAÇÃO,AC,4,0.26,28.88,13.9525,15.782478417536328
7290,BROMOPRIDA,MS,4,0.28,2.08,1.0175,0.8877077221698594
9448,CAPA CÂMARA VÍDEO,RJ,4,1.9,3.37,2.365,0.69476614770727
7294,BROMOPRIDA,PI,4,0.2,1.5,0.575,0.6184658438426491
37005,PLUGUE,ES,4,4.25,10.99,6.235,3.183640473839134
45497,TINTA ESMALTE,SC,4,56.0,58.0,56.5,1.0
37417,PORCA,MS,4,0.21,0.24,0.225,0.012909944487358056
37418,PORCA,PA,4,0.14,7.59,2.8625,3.4601770185931238
36995,PLUG ÁUDIO,PE,4,7.5,9.78,8.4325,0.9817458938034829
9559,CAPACHO,PE,4,18.95,254.0,144.3025,109.58723173040431
46361,TREINAMENTO DE BOMBEIRO PARTICULAR / BRIGADA CONTRA INCENDIO,RJ,4,4335.86,1427596.56,413817.35,683025.8520264459
32318,MÁQUINA LAVAR ROUPA,RJ,4,1849.0,3859.7,2785.165,932.1355806426445
9579,CAPACITOR,RR,4,16.19,21.46,18.3625,2.216760023096772
9574,CAPACITOR,PB,4,16.19,21.46,18.3625,2.216760023096772
32315,MÁQUINA LAVAR ROUPA,PE,4,2200.0,2200.0,2200.0,0.0
1580,AGULHA ODONTOLÓGICA,SC,4,38.52,62.98,48.0275,11.836726391476091
45437,TINTA ARTÍSTICA,MG,4,14.61,15.0,14.9025,0.19500000000000042
9560,CAPACHO,PR,4,52.0,376.0,166.475,146.8905573320945
7254,BROMAZEPAM,RS,4,0.09,0.21,0.1495,0.06429878174066235
45456,TINTA BASE ÁGUA,RO,4,169.0,221.0,192.45,22.963957266406265
9548,CAPACETE SEGURANÇA,PR,4,121.9,244.0,174.3425,50.887921536778585
9547,CAPACETE SEGURANÇA,PI,4,12.0,190.0,93.2125,94.63445791570848
9545,CAPACETE SEGURANÇA,MS,4,19.0,350.0,124.2475,152.4185411676239
9542,CAPACETE SEGURANÇA,CE,4,13.44,44.72,21.259999999999998,15.64
1581,AGULHA ODONTOLÓGICA,SP,4,35.51,39.94,37.6525,2.4767771397523806
9528,CAPACETE OXIGENOTERAPIA,RN,4,323.59000000000003,815.79,480.9975,226.4183946259667
7257,BROMETO DE CETILTRIMETILAMÔNIO,PE,4,0.73,670.0,168.0475,334.635
45452,TINTA BASE ÁGUA,PE,4,49.6,225.0,149.99,78.71285621379351
45501,TINTA GRÁFICA,CE,4,41.5,42.5,42.0,0.5773502691896257
7298,BROMOPRIDA,RO,4,0.28,3.3,1.5025,1.4876463513438487
31308,MICROFONE,ES,4,85.0,490.0,337.4975,177.7856856583229
32258,MÁQUINA ETIQUETADORA,PE,4,335.0,335.0,335.0,0.0
37394,PONTEIRA ULTRASSOM ODONTOLÓGICO,RR,4,50.16,50.19,50.1675,0.015000000000000568
9339,CANTINA / BAR / LANCHONETE / REFEICAO RAPIDA / RESTAURANTE,BA,4,15.89,810.0,262.47,373.8682699383122
7360,BUCHA ELETRODUTO,AM,4,1.07,2.8000000000000003,2.0175,0.7205264279215118
31344,MICROPIPETA,CE,4,127.0,636.5,274.3125,242.64062718006096
9315,CANJICA,PR,4,2.82,4.65,3.4975,0.8008901297930949
9314,CANJICA,PI,4,3.33,5.6,4.0925,1.0216775420845852
2241,AMACIANTE DE ROUPA,RO,4,2.92,24.9,10.4425,9.899590479745445
7366,BUCHA ELETRODUTO,SP,4,1.07,2.8000000000000003,2.0175,0.7205264279215118
7374,BUCHA INSTALAÇÃO PREDIAL ÁGUA FRIA,ES,4,2.8,10.95,5.8375,3.648601330190332
1625,ALBENDAZOL,CE,4,0.38,83.92999999999999,21.419999999999998,41.6742774382472
9285,CANETA PONTA POROSA,PA,4,4.88,169.0,57.3675,75.85788088041127
9284,CANETA PERMANENTE,SP,4,2.1,2.15,2.135,0.023804761428476106
45567,TINTA PINCEL ATÔMICO,MG,4,5.28,5.49,5.3725000000000005,0.10874281585465764
31361,MICROSCÓPIO,AC,4,1300.0,122901.68,36475.42,57917.69415908751
31362,MICROSCÓPIO,AM,4,2258.0,6400.0,3624.0,1952.7778504820596
9267,CANETA MARCA-TEXTO,RO,4,2.1,13.9,5.08,5.880068026817377
7390,BUCHA PARAFUSO,AC,4,0.03,34.12,8.575,17.030017615962702
7393,BUCHA PARAFUSO,CE,4,0.05,0.12,0.0725,0.032015621187164243
32269,MÁQUINA FABRICAR GELO,PE,4,7649.900000000001,13498.0,9398.95,2785.7795802970486
7354,BUCHA,RR,4,245.0,245.0,245.0,0.0
1605,ALAVANCA ODONTOLÓGICA,BA,4,21.56,29.89,24.127499999999998,3.8746042808696393
9390,CANTONEIRA METÁLICA,SP,4,80.0,1020.0,580.5,425.1748659865334
9422,CAPA CHUVA,RJ,4,10.44,31.2,17.759999999999998,9.372356516195202
7299,BROMOPRIDA,RS,4,1.06,3.9,1.81,1.3950149342091884
9421,CAPA CHUVA,PR,4,24.69,265.0,128.61,114.12716620799216
9415,CAPA CHUVA,AC,4,2.49655,120.0,41.2740125,53.29539795877275
48342,ÁCIDO FÓLICO,RS,4,0.056,550.0,137.559,274.9606672550336
1607,ALAVANCA ODONTOLÓGICA,GO,4,29.24,42.73,32.69,6.694639646762174
9412,CAPA,RR,4,0.75,34.85,14.625,16.69303747075409
37405,PONTO DE ACESSO,MG,4,2600.0,7115.0,5423.75,1977.7401876889694
9385,CANTONEIRA METÁLICA,PE,4,33.53,141.0,78.8825,48.8551112133282
1622,ALBENDAZOL,AL,4,0.38,1.7,0.725,0.6503588752886107
2251,AMBROXOL,MG,4,2.67,7.0,4.66,2.3155560887182154
34972,PATCH PANEL,MG,4,190.0,273.88,235.69,44.521172491299005
1615,ALAVANCA ODONTOLÓGICA,RN,4,20.3,44.8,27.9725,11.314437311093585
7334,BRÁQUETE,BA,4,10.85,42.15,24.0475,15.467407399647383
7336,BRÁQUETE,MG,4,27.96,27.96,27.96,0.0
32275,MÁQUINA FABRICAR GELO,RS,4,1262.55,5593.0,4151.08,1956.7742289969651
2246,AMASSADOR ALIMENTO,AC,4,12.99,363.0,100.4925,175.005
1621,ALBENDAZOL,AC,4,0.41,1.21,0.8099999999999999,0.45614325235244535
9602,CAPACITOR FIXO POLIÉSTER,RJ,4,7.979999999999999,8.74,8.36,0.4387862045841165
45420,TINTA ACRÍLICA,PB,4,116.98,289.0,218.495,75.29289541517181
7234,BROCA WÍDIA,AC,4,2.95,14.77,6.4775,5.590547826465667
45351,TIJOLO,PB,4,0.77,1.65,1.105,0.3878573620976316
7057,BRAÇADEIRA ELETRODUTO,BA,4,1.68,2.24,1.9325,0.2672545602978554
9824,CARCAÇA BOMBA ÓLEO DE MOTOR,RJ,4,55.0,55342.86,27698.93,31920.460853918343
7061,BRAÇADEIRA ELETRODUTO,RJ,4,1.59,30.0,11.0725,13.366838008045633
31124,METOCLOPRAMIDA CLORIDRATO,MS,4,0.12,0.7,0.295,0.27258026340878017
31129,METOCLOPRAMIDA CLORIDRATO,PI,4,0.12,0.74,0.29,0.3003331483536241
45343,TIJOLO,AL,4,0.79,1540.0,665.42,786.3134045658894
9803,CARBOPLATINA,PE,4,44.28,500.0,203.325,202.7003176284306
31136,METOCLOPRAMIDA CLORIDRATO,SE,4,0.15,1.18,0.525,0.48965974580995186
34570,PARACETAMOL,TO,4,0.1,1.28,0.49,0.5364699432400664
48593,ÁCIDOS GRAXOS ESSENCIAIS,MG,4,4.99,6.11,5.815,0.5507267925205743
46398,TRENA,RR,4,13.99,87.49000000000001,40.0675,33.154617953863784
9790,CARBONO PARA ARTICULAR,PB,4,1.53,126.51,33.5875,61.96309351810425
9784,CARBONO PARA ARTICULAR,BA,4,1.28,109.03,40.4725,50.10583024958273
7092,BRENTUXIMABE VEDOTINA,RJ,4,15230.92,15230.92,15230.92,0.0
36104,PILHA RECARREGAVEL,AC,4,11.04,51.61,28.595,17.152750022469675
31149,METOPROLOL,MS,4,0.389,33.56,12.902000000000001,15.804640099245118
31150,METOPROLOL,MT,4,0.36,0.65,0.505,0.16743157806499148
1509,AGULHA COLETA SANGUE À VÁCUO,SE,4,0.28,0.36,0.32,0.04618802153517003
7053,BRAÇADEIRA CABO AÇO,RN,4,2.2,18.5,10.9225,8.539829721175163
46413,TRENA ELETRÔNICA,RJ,4,115.2222,398.99,258.55305,133.00433177861788
1514,AGULHA CROCHÊ,PR,4,136.0,136.0,136.0,0.0
9937,CARNE DE CAPRINO IN NATURA,PE,4,28.0,33.0,29.5,2.380476142847616
46432,TRIANCINOLONA,MS,4,4.11,83.21,44.8925,42.675178089845154
9958,CARNE DEFUMADA,PB,4,26.46,36.0,29.439999999999998,4.413887175721645
7021,BOTÃO COMANDO,BA,4,20.57,58.64,33.6225,17.250560135833272
9950,CARNE DEFUMADA,BA,4,19.49,33.66,24.435,6.295800187426535
46431,TRIANCINOLONA,MG,4,4.41,17.3,11.002500000000001,7.275714741521962
32401,MÁSCARA CIRÚRGICA,CE,4,0.1274,8.47,3.56935,4.126277300020766
46429,TRIANCINOLONA,AL,4,4.11,83.21,44.8925,42.675178089845154
45309,TIAMINA,RS,4,0.64,8.35,6.295,3.775274824433315
9911,CARNE BOVINA IN NATURA,SP,4,12.98,21.99,15.98,4.2450206124352325
1492,AGULHA COLETA SANGUE À VÁCUO,AC,4,0.26,1.26,0.9924999999999999,0.48903817165261576
31090,METILPREDNISOLONA,BA,4,8.68,15.78,13.584999999999999,3.3518303457464347
7027,BOTÃO COMANDO,RJ,4,7.0,40425.14,10591.4475,19908.91131429236
31093,METILPREDNISOLONA,MS,4,7.4,23.87,16.845,7.154040816210095
46425,TRETINOÍNA,RJ,4,14.0,14.0,14.0,0.0
32394,MÁSCARA,SE,4,0.99,1.85,1.3025,0.3922053033807677
31098,METILPREDNISOLONA,RO,4,13.12,25.45,18.4175,5.476491425477934
46417,TRENA ELETRÔNICA,RS,4,219.99,658.89,401.22,215.36920129551171
9871,CARIMBO,SP,4,24.0,38.99,30.322499999999998,6.270940253795014
2306,AMIDO,GO,4,3.25,28.07,12.32,11.250531839280606
46385,TRENA,BA,4,10.0,99.425,43.588750000000005,39.06737350931934
7233,BROCA VASADA PERFURAÇÃO PAPEL,AC,4,25.0,83.0,52.485,31.833225305226822
31219,MICONAZOL NITRATO,BA,4,2.39,7.43,4.91,2.909845356715713
7209,BROCA CIRÚRGICA,AL,4,500.0,2200.0,1062.5,790.9646009778187
9665,CAPTOPRIL,MT,4,0.05,0.4,0.14,0.17339742404853273
2290,AMENDOIM TORRADO,PE,4,0.93,8.52,3.6599999999999997,3.45152140367114
9654,CAPTADOR DE VÍDEO E ÁUDIO,RN,4,42.3,2307.64,608.635,1132.67
2286,AMENDOIM TORRADO,MG,4,8.41,19.18,11.2175,5.309440491552132
7211,BROCA CIRÚRGICA,BA,4,2400.0,2400.0,2400.0,0.0
7213,BROCA CIRÚRGICA,MS,4,500.0,2200.0,1062.5,790.9646009778187
7215,BROCA CIRÚRGICA,PR,4,179.54,325.0,248.35500000000002,72.1356585423141
2281,AMENDOIM TORRADO,AC,4,1.08,19.65,9.2125,8.46680331254561
9673,CAPTOPRIL,RO,4,0.05,0.21,0.0975,0.07632168761236874
9636,CAPELA EXAUSTÃO,PR,4,1780.0,30500.0,9187.5,14211.383266006633
34591,PARAFUSADEIRA,AM,4,287.0,759.0,565.71,230.0116650665063
31224,MICONAZOL NITRATO,MT,4,2.39,7.43,4.91,2.909845356715713
2277,AMENDOIM IN NATURA,RO,4,9.98,10.0,9.995000000000001,0.010000000000000083
9632,CAPELA EXAUSTÃO,MG,4,1950.0,3516.44,2594.36,729.5222261178891
31226,MICONAZOL NITRATO,PB,4,1.93,16.0,6.765000000000001,6.32122614688005
9622,CAPECITABINA,MG,4,2.65,4.59,3.7075,1.0289922254322428
31230,MICONAZOL NITRATO,RJ,4,1.94,7.8,4.355,2.8330725370170105
7208,BROCA CIRÚRGICA,AC,4,3.3200000000000003,14.34,7.375,4.802370942218714
9677,CAPTOPRIL,SP,4,0.05,0.11,0.08,0.02581988897471611
37454,PORTA,RO,4,120.0,1875.0,568.75,871.0374561406645
7145,BRITA,SP,4,110.0,115.0,112.5,2.886751345948129
46384,TRENA,AM,4,10.0,25.0,14.9975,7.071069579632208
34583,PARAFINA,RN,4,32.33,44.55,38.4875,5.763843480410157
48317,ÁCIDO FOSFÓRICO,RJ,4,44.58,241.11,151.7725,101.08898138933507
9740,CARBONATO DE CÁLCIO,SP,4,0.13,0.6,0.3775,0.2577304793771974
1542,AGULHA HIPODÉRMICA,PA,4,8.5,11.48,9.245000000000001,1.4900000000000007
36981,PLUG TUBO,AM,4,0.85,0.9,0.875,0.028867513459481298
2294,AMENDOIM TORRADO,RS,4,8.1,19.8,14.815000000000001,4.921202427591589
7134,BRITA,MT,4,215.0,223.6,219.3,4.965212315030771
46374,TREINAMENTO INFORMATICA - SISTEMA / SOFTWARE,RJ,4,5813.469999999999,305755.0,84899.3125,147314.25115360096
31195,METRONIDAZOL,TO,4,0.11,5.18,2.645,2.8196039911070256
7149,BROCA,AL,4,3.2,159.24,44.31,76.65536119541802
9715,CARBONATO DE AMÔNIO,RO,4,97.78,100.78,99.5325,1.2589777599306538
32332,MÁQUINA PICADEIRA ENSILADEIRA,SE,4,15718.0,42198.0,28958.0,15288.235128141292
32328,MÁQUINA PICADEIRA ENSILADEIRA,AC,4,17786.75,36067.0,26926.875,10554.107258353657
7162,BROCA,RN,4,79.60000000000001,89.3,86.425,4.628444663167093
9695,CARBAMAZEPINA,MT,4,0.22,11.26,5.74,6.373946971853469
7165,BROCA,SC,4,1.53,6.790000000000001,3.8825000000000003,2.348039962749073
48587,ÁCIDOS GRAXOS ESSENCIAIS,AC,4,3.92,48.870000000000005,15.915000000000001,21.981969126233135
5131,BANHA DE ORIGEM ANIMAL,RS,4,12.87,19.5,14.705,3.2063114841408242
8147,CADEIRA FIXA,BA,4,121.66,555.0,365.41499999999996,179.66512061796152
12573,CLORETO DE CÁLCIO,SP,4,1.0,8.4,4.7,4.2723919920032305
29453,MANGUEIRA COMBATE INCÊNDIO,AC,4,239.71,2300.0,1237.8725,1114.3539754008448
35444,PERMETRINA,SP,4,1.92,3.57,2.7675,0.9052577901717648
114,'FERMENTO',RN,4,2.8,9.98,5.442500000000001,3.3614121536441597
29489,MANGUEIRA JARDIM,AM,4,35.5,479.71,231.0525,188.30994227160002
29012,LÂMPADA DE CARGA,RO,4,6.81,63.03,21.5,27.703324710222056
13209,COLETOR MATERIAL PÉRFURO-CORTANTE,AC,4,5.0,10.89,7.567500000000001,3.028105843592658
414,ACABAMENTO PARA VÁLVULA HIDRÁULICA,RJ,4,32.58,54.0,43.805,11.271703509230537
116,'GELATINA ALIMENTÍCIA',RS,4,0.83,10.71,3.6750000000000003,4.704901699291921
3113,APARELHO TELEFÔNICO DIGITAL,AC,4,300.0,1007.0,640.25,289.0932663807074
4656,BALA,RS,4,7.31,14.409999999999998,10.805,3.667065129864298
411,ACABAMENTO PARA VÁLVULA HIDRÁULICA,MG,4,34.95,59.31,49.19,11.475887765223225
13226,COLETOR MATERIAL PÉRFURO-CORTANTE,RO,4,5.0,270.92,149.48250000000002,112.11431141919395
117,'GELATINA ALIMENTÍCIA',SP,4,10.49,10.69,10.545,0.09678154093971901
35585,PETROLATO,PB,4,2.09,7.02,3.8674999999999997,2.2147893052538126
34206,PAPEL DE FILTRO,MS,4,0.15,7.99,2.365,3.758018094687677
13236,COLHEITADEIRA,AC,4,33531.49,38610.97,36071.229999999996,2932.6391453433203
3118,APARELHO TELEFÔNICO SEM FIO,AM,4,158.92,365.84,259.6425,113.68271178298542
121,'GELÉIA FRUTA',RS,4,0.42,25.25,10.135,11.938828809114122
36475,PISO ANTIDERRAPANTE - LAMINADO,MS,4,29.77,68.26,45.2525,17.418054569899592
38157,PRESTACAO DE SERVICO DE  VIGILANCIA E SEGURANÇA - ORGANICA -44 HORAS SEMANAIS DIURNAS,PR,4,4567.37,5547.98,5055.7975,548.3669719798351
3930,ARTIGO DE CORTINA,PR,4,39.9999,101.0,76.299975,26.39625768934869
33550,OUTSOURCING DE IMPRESSAO - PAGINAS A4 - MONOCROMATICO - EXCEDENTE A FRANQUIA SEM PAPEL,AC,4,0.03,0.1,0.06,0.035590260840104374
406,ACABAMENTO,PI,4,15.0,40.0,27.8625,10.375080320974227
36248,PINO - USO ODONTOLÓGICO,RO,4,30.8,272.13,151.465,139.3319404635324
36354,PINÇA ODONTOLÓGICA,RN,4,5.59,74.0,39.86,37.18867300670999
35450,PERNEIRA,MS,4,26.41,61.98,39.75,16.343098441442084
29025,LÂMPADA FLUORESCENTE,ES,4,9.77,70.0,35.5075,29.023023475624772
35767,PEÇA MOBÍLIA,CE,4,189.6,725.0,428.65,221.06550311314217
3921,ARTICAÍNA,RN,4,3.13,162.7,122.80749999999999,79.785
13199,COLETOR LIXO,AC,4,243.0,2254.99,1259.435,1149.6943044276304
3919,ARTICAÍNA,PI,4,3.14,123.75,33.3025,60.29833407040917
38342,PRESTACAO DE SERVICOS DE PORTARIA / RECEPCAO,CE,4,2692.41,128223.2,49668.899999999994,60036.258838050526
3415,ARAME,RN,4,19.8,24.9,22.475,2.552613040265469
3877,ARRUELA ELETRODUTO,BA,4,0.99,2.39,1.595,0.6314269553954759
3881,ARRUELA ISOLANTE,AC,4,0.06,7.52,2.19,3.5621061185764806
29504,MANGUEIRA JARDIM,RS,4,3.92,166.6,94.59249999999999,77.06571800526267
14315,CONJUNTO ALFABETO,SC,4,44.5,95.0,80.125,23.84454864324339
14314,CONJUNTO ALFABETO,PR,4,101.93,164.94,133.435,36.37884046163831
14313,CONJUNTO AFIADOR FERRAMENTA,SP,4,21.26,304.0,219.04500000000002,132.71150226462416
44125,SUPORTE USO HOSPITALAR,SP,4,430.0,520.0,475.0,51.96152422706632
13173,COLETOR DADOS,RS,4,79.75,6000.0,2279.52,2775.6797479656525
29498,MANGUEIRA JARDIM,PE,4,101.02,283.94,178.99,84.84944234741126
44124,SUPORTE USO HOSPITALAR,AM,4,430.0,520.0,475.0,51.96152422706632
14306,CONJUNTO ACADÊMICO,PR,4,1270.0,1825.0,1470.5,243.42623797227225
43752,SULFATO DE MAGNÉSIO,MS,4,0.98,7.85,3.1625,3.155612724443015
47668,VESTUÁRIO ESPECIAL / ACESSÓRIOS,PE,4,10.0,54.9,31.3375,22.139609112779443
4681,BALANÇA ANALÍTICA,PB,4,1450.0,5000.0,3418.5,1724.7325396516799
3109,APARELHO TELEFÔNICO CONVENCIONAL,RJ,4,57.99,299.0,121.0275,118.74590726280492
38340,PRESTACAO DE SERVICOS DE PORTARIA / RECEPCAO,AM,4,30922.8,68292.0,41303.369999999995,18020.18415835976
