,Código UG_x,Código Modalidade Compra_x,Código Órgão_x,Descrição,Quantidade Item,Código Vencedor,Código Órgão Superior,Município,data,Total,valor_individual,UF
200523,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,95.0,RJ
200524,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,95.0,RJ
200525,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,50.0,RJ
200526,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,50.0,RJ
200527,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,60,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,11.0,RJ
200528,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,60,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,11.0,RJ
200529,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,19.0,RJ
200530,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,19.0,RJ
200531,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,13.0,RJ
200532,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,13.0,RJ
200533,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,124.0,RJ
200534,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,124.0,RJ
200535,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,14.0,RJ
200536,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,14.0,RJ
200537,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,300,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,275.0,RJ
200538,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,300,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,275.0,RJ
200539,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,18.0,RJ
200540,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,18.0,RJ
200541,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,10.0,RJ
200542,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,10.0,RJ
200543,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,16.0,RJ
200544,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,16.0,RJ
200545,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,180.0,RJ
200546,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,180.0,RJ
200547,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,73.0,RJ
200548,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,73.0,RJ
200549,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,85.0,RJ
200550,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,85.0,RJ
200551,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,140.0,RJ
200552,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,140.0,RJ
200553,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,15.0,RJ
200554,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,15.0,RJ
200555,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,94.0,RJ
200556,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,94.0,RJ
200557,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,38.0,RJ
200558,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,38.0,RJ
200559,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,32.0,RJ
200560,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,32.0,RJ
200561,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,38.0,RJ
200562,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,38.0,RJ
200563,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,15,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,25.0,RJ
200564,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,15,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,25.0,RJ
200565,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,15,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,25.0,RJ
200566,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,15,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,25.0,RJ
200567,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,36.0,RJ
200568,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,36.0,RJ
200569,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,21.0,RJ
200570,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,21.0,RJ
200571,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,23.0,RJ
200572,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,23.0,RJ
200573,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,12.0,RJ
200574,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,12.0,RJ
200575,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,139.53,RJ
200576,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,139.53,RJ
200577,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,19.0,RJ
200578,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,19.0,RJ
200579,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,19.0,RJ
200580,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,19.0,RJ
200581,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,46.0,RJ
200582,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,46.0,RJ
200583,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,9.0,RJ
200584,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,9.0,RJ
200585,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,29.0,RJ
200586,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,29.0,RJ
200587,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,138.0,RJ
200588,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,138.0,RJ
200589,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,120,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,11.0,RJ
200590,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,120,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,11.0,RJ
200591,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,104.0,RJ
200592,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,104.0,RJ
200593,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,9.0,RJ
200594,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,9.0,RJ
200595,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,96.0,RJ
200596,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,96.0,RJ
200597,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,52.0,RJ
200598,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,52.0,RJ
200599,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,7.0,RJ
200600,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,7.0,RJ
200601,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,16.0,RJ
200602,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,16.0,RJ
200603,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,207.0,RJ
200604,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,207.0,RJ
200605,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,270.0,RJ
200606,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,270.0,RJ
200607,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,249.0,RJ
200608,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,249.0,RJ
200609,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,149.0,RJ
200610,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,149.0,RJ
200611,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,306.0,RJ
200612,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,306.0,RJ
200613,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,8.08,RJ
200614,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,8.08,RJ
200615,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,9.0,RJ
200616,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,9.0,RJ
200617,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,12.0,RJ
200618,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,12.0,RJ
200619,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,30.0,RJ
200620,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,30.0,RJ
200621,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,117.0,RJ
200622,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,117.0,RJ
200623,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,152.0,RJ
200624,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,152.0,RJ
200625,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,9.0,RJ
200626,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,9.0,RJ
200627,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,9.0,RJ
200628,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,9.0,RJ
200629,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,9.0,RJ
200630,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,9.0,RJ
200631,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,5.0,RJ
200632,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,5.0,RJ
200633,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,71.0,RJ
200634,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,71.0,RJ
200635,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,300.0,RJ
200636,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,300.0,RJ
200637,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,280.0,RJ
200638,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,50,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,280.0,RJ
200639,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,18.0,RJ
200640,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,18.0,RJ
200641,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,160.0,RJ
200642,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,160.0,RJ
200643,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,275.0,RJ
200644,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,275.0,RJ
200645,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,81.0,RJ
200646,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,81.0,RJ
200647,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,1026.0,RJ
200648,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,20,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,1026.0,RJ
200649,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,12.39,RJ
200650,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,150,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,12.39,RJ
200651,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,139.0,RJ
200652,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,139.0,RJ
200653,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,139.0,RJ
200654,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,30,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,139.0,RJ
200655,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,139.0,RJ
200656,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,139.0,RJ
200657,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,16.0,RJ
200658,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,16.0,RJ
200659,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,262.0,RJ
200660,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,100,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,262.0,RJ
200661,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,10.0,RJ
200662,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,10.0,RJ
200663,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,9.0,RJ
200664,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,9.0,RJ
200665,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,341.0,RJ
200666,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,341.0,RJ
200667,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,46.0,RJ
200668,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,46.0,RJ
200669,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,361.0,RJ
200670,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,361.0,RJ
200671,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,133.0,RJ
200672,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,133.0,RJ
200673,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,24.0,RJ
200674,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,24.0,RJ
200675,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,231.0,RJ
200676,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,40,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,231.0,RJ
200677,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,60,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,24.0,RJ
200678,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,60,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,24.0,RJ
200679,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,60,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,34.0,RJ
200680,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,60,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,34.0,RJ
200681,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,5,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,16.0,RJ
200682,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,5,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,16.0,RJ
200683,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-01-31,0.0,16.0,RJ
200684,250059,5,36000,SERVICO AUXILIAR DE LABORATORIO / ODONTOLOGO,10,19378769005305,36000,RIO DE JANEIRO,2022-03-15,609700.25,16.0,RJ
